344115, 102541, 253522, 113745, 205719, 20774, 42528, 215606, 481891,
438121, 108468, 165756, 68848, 146690, 51849, 57538, 148466, 450341,
195864, 62156, 115612, 111623, 186125, 22481, 67432, 144242, 353821,
245283, 61743, 80506, 93522, 94830, 37277, 59828, 152037, 275367,
51463927, 51450592, 51440785, 51437136, 51438942, 51435441, 51439005, 51438731, 51441114,
15814963, 27747899, 62407469, 12430860, 62343805, 9669218, 62342298, 14321123, 14282671,
10244522, 15039291, 30660810, 7829252, 10932998, 5293539, 11377429, 9470917, 8898061,
8033291, 9494180, 20333009, 6786070, 9151417, 3975866, 8213992, 8670985, 8365080,
8874818, 7369292, 14782837, 5917305, 7373285, 3616151, 6311596, 6732723, 9286838,
6720228, 6143476, 12393451, 5000759, 6593735, 2342802, 4504556, 7330004, 6894562,
4106639, 1230340, 2330745, 1708518, 3225591, 681300, 1068912, 2977996, 3152077,
3304686, 653027, 1194474, 864841, 1040558, 372875, 568073, 1660537, 3060975,
1563514, 243499, 622718, 290144, 599419, 175377, 278201, 796377, 1528306,
990025, 152022, 403349, 309349, 381112, 71616, 126291, 484202, 1214733,
636935, 105491, 330994, 232254, 406698, 72759, 127475, 510292, 772035,
607145, 68785, 203548, 122684, 308935, 33495, 101492, 314167, 711307,
535588, 153853, 138194, 137419, 184477, 40910, 164355, 261122, 506695,
305217, 108938, 110058, 126158, 213671, 60490, 79290, 156595, 449778,
420804, 113985, 123850, 107971, 184614, 19647, 54201, 190253, 454302,
395918, 66303, 135952, 72470, 124233, 16196, 75500, 150423, 383272,
172376, 66193, 118280, 96891, 107888, 23821, 37108, 149230, 338662,
54217151, 54887043, 54874407, 54876377, 54872768, 54875584, 54876783, 54877577, 54877035,
12072628, 29489652, 66616388, 13256654, 66628684, 12032796, 66520048, 12394242, 14325485,
10304294, 14922757, 32555611, 9033496, 11705393, 6728436, 13881550, 9143531, 10048758,
7780817, 10936202, 21085782, 7266690, 9814152, 5383400, 9259891, 9456919, 10050960,
10007089, 8268528, 16343618, 6018306, 7876865, 3336670, 6748583, 8949164, 10043929,
8469954, 6567449, 13284737, 5630564, 7964070, 2138753, 5048618, 8187562, 6221634,
4081958, 1296358, 3425015, 1851830, 2464600, 669358, 1273617, 3222464, 3575024,
3205781, 524513, 1737016, 666542, 1720456, 351999, 607724, 1819611, 3408584,
1932984, 250026, 612952, 453680, 620172, 185738, 207152, 764917, 1629395,
1487392, 207519, 398397, 221526, 390886, 81552, 146003, 624301, 1093423,
797433, 121269, 294938, 175215, 410422, 86685, 121201, 283458, 975779,
764530, 162175, 355343, 195478, 229284, 97782, 74377, 320161, 724502,
454645, 166061, 241335, 97248, 219897, 69026, 69865, 292656, 639656,
774563, 121014, 89866, 88988, 255103, 71707, 92423, 285095, 462596,
480449, 78423, 116479, 106298, 141688, 63585, 110330, 212454, 438486,
384913, 105585, 125419, 122260, 123904, 43433, 49670, 240095, 383051,
365760, 116945, 152335, 60169, 113872, 35399, 59968, 205268, 415243,
61782936, 61749136, 61751169, 61749395, 61776731, 61747741, 61744668, 61739275, 61740229,
15598860, 33172385, 74788229, 14925067, 74807505, 19039526, 74743540, 15841040, 13687189,
8391152, 17116065, 37804902, 10854732, 13245786, 8533511, 12357601, 12448972, 11065345,
9603331, 11597478, 24026067, 8202966, 10600624, 4787224, 11192420, 9248584, 10317989,
7290859, 8601658, 18189906, 7033922, 9702555, 4188692, 7124607, 10591466, 8817277,
7632855, 6908776, 13912269, 6186591, 8449884, 2863899, 5157553, 10704688, 7009330,
4434954, 1467474, 2962312, 1997894, 2552849, 463430, 1198028, 3075961, 4565924,
4009403, 590379, 1622048, 734840, 1511586, 305234, 531584, 2218564, 3783802,
1857959, 336849, 500752, 481957, 699970, 166839, 346393, 1284744, 866227,
1247386, 286457, 441055, 361186, 667681, 104557, 231211, 570780, 1141536,
905135, 185385, 298778, 243396, 356162, 83508, 169143, 452175, 1024773,
747404, 86783, 168751, 150739, 293105, 113912, 82216, 320565, 953796,
659603, 130317, 238562, 149480, 320838, 57814, 69656, 379762, 601672,
461759, 40336, 251675, 177931, 238654, 39947, 81677, 278368, 570429,
333021, 81505, 264459, 74106, 166862, 61927, 81591, 267341, 477352,
609245, 87602, 126148, 97964, 203489, 68225, 74745, 203057, 461955,
431940, 77989, 167058, 83869, 153456, 47523, 121110, 279234, 476234,
61007421, 61775390, 61769617, 61774052, 61769162, 61777806, 61758176, 61762056, 61759891,
15345631, 34115124, 74802327, 14926243, 74860526, 19339189, 74894823, 18674041, 17609901,
13005721, 18026629, 36980064, 10520386, 11303091, 8741964, 16583933, 10846338, 8635476,
8972694, 12200196, 23973610, 8146057, 10916455, 3836887, 10516481, 9942556, 8125543,
8077452, 8901068, 18492207, 6908469, 9607171, 4852335, 8099328, 9753682, 6461069,
7898872, 7283985, 14354859, 5844143, 8262798, 2611417, 6033863, 10389650, 8794638,
4455709, 1578952, 3390055, 1477622, 3858111, 479296, 1366350, 3418238, 3688970,
3628968, 737979, 1501269, 1034762, 2002366, 320799, 691754, 1894749, 3548793,
1986219, 340564, 744864, 511662, 702209, 132812, 303538, 864803, 1768740,
1217228, 286865, 566188, 233023, 656008, 136977, 201201, 680878, 1417922,
770333, 141230, 336183, 171460, 457444, 77779, 149683, 427013, 1091480,
1209692, 88028, 318237, 133948, 231434, 92885, 106361, 450729, 902158,
666871, 137948, 195641, 120527, 200189, 73068, 102160, 292985, 683566,
706137, 228883, 140891, 145114, 171866, 43277, 90263, 223681, 500910,
530514, 92446, 144919, 116921, 156819, 31851, 58856, 250635, 522530,
200742, 82383, 129114, 116386, 131790, 26565, 55830, 198036, 474799,
319188, 82216, 139697, 77719, 125533, 75162, 57824, 209596, 442987,
65224270, 65201074, 65202020, 65200866, 65205517, 65200308, 65193768, 65188932, 65190060,
14552189, 34648901, 79013485, 15266890, 78962138, 18106482, 79045728, 16384819, 15277077,
10839707, 17759531, 41743322, 11604220, 13528981, 8628482, 15938249, 10914437, 11769537,
11882273, 12305528, 25692437, 8689083, 10969604, 5477746, 10487386, 10737244, 10520403,
8916646, 9454324, 19383656, 7525907, 10076930, 4104527, 6782020, 8725644, 7632466,
9092471, 7098503, 15453295, 6387396, 9160230, 3405449, 6243559, 8909042, 6452769,
4441401, 1429213, 3533137, 1590925, 2861152, 496697, 1236117, 4877550, 3799669,
4108769, 655128, 1777758, 1002110, 1323130, 335564, 768738, 2052399, 3981027,
1856962, 392496, 977925, 524438, 710233, 227890, 273067, 923884, 1891556,
1599485, 266376, 526325, 264488, 753937, 115541, 283956, 790263, 1434770,
1275692, 173598, 371344, 203692, 314203, 64124, 170621, 373981, 947629,
886945, 94569, 362149, 263707, 365874, 64537, 121273, 430903, 437189,
649410, 92293, 391302, 147664, 356027, 63988, 136511, 342823, 640058,
483729, 144544, 189531, 102133, 278300, 37325, 69296, 255265, 635770,
417075, 96424, 203532, 164237, 242631, 28668, 102593, 257767, 518787,
318751, 89732, 143031, 93891, 223332, 37499, 93909, 209895, 437273,
475004, 90707, 62143, 105885, 130681, 67077, 51436, 233037, 447931,
68661232, 68637728, 68637866, 68637125, 68639476, 68638991, 68627324, 68631328, 68627938,
16815242, 37123897, 83145178, 15085540, 83156943, 17111731, 83185072, 19498416, 20448402,
12961407, 19742647, 41687261, 10664981, 14499293, 10738896, 15983183, 11017735, 11428314,
9463280, 13214826, 25265481, 8744004, 11776392, 5241629, 10284907, 10645360, 9475498,
9433354, 9532451, 20720346, 7869066, 10559412, 4015467, 8538321, 11615403, 8200708,
9520313, 7961005, 16662572, 6676550, 9991163, 3912789, 6975904, 11040259, 7482623,
4266613, 1414474, 3114021, 2203956, 3874148, 570059, 1663625, 5846190, 3941133,
4082973, 653264, 1650281, 1137405, 1410820, 411545, 736177, 1897572, 4428214,
2186787, 314047, 746467, 587201, 682146, 177774, 472141, 1132835, 2017710,
1352086, 311834, 801613, 427510, 690689, 114090, 259719, 630976, 1427539,
885311, 154670, 482185, 201961, 384293, 117812, 254687, 692260, 986137,
1141362, 256574, 339143, 138280, 309262, 63437, 155156, 414285, 614448,
806808, 144282, 139105, 135004, 366349, 42673, 109155, 362193, 682190,
577517, 182445, 139359, 122083, 289006, 64184, 82451, 300724, 654983,
490957, 129467, 523425, 145737, 154937, 30303, 59505, 230502, 519829,
438356, 150584, 180174, 69002, 233548, 24896, 78862, 188640, 550294,
510069, 96325, 193093, 78602, 135874, 26505, 68268, 183829, 371798,
71198236, 72085168, 72077217, 72084562, 72078890, 72080362, 72068149, 72070871, 72064651,
18160037, 39505083, 87294080, 19241669, 87474806, 24075996, 87376155, 17173217, 23879092,
12774126, 19359514, 43551912, 11949029, 17101954, 7843487, 17073196, 11204402, 13920942,
11570461, 13371141, 28610813, 9117048, 12748289, 5455602, 10937465, 11295588, 12283092,
8713370, 10410245, 21348193, 7896602, 11272472, 5090123, 8913745, 9805899, 9968865,
8258414, 8667808, 16477890, 6856455, 9546786, 3866505, 7665236, 13658212, 6663216,
4598015, 1681864, 3786840, 2266606, 3260530, 593422, 1156654, 3967734, 4046608,
4429954, 1198057, 1929336, 1197508, 2220026, 424077, 649735, 1872923, 4363277,
2309210, 489958, 1070420, 408015, 745372, 144153, 446856, 1260977, 2428603,
1456916, 220215, 632299, 316580, 491209, 128361, 247778, 595958, 1246440,
1153750, 159509, 327887, 296267, 542748, 73464, 142691, 481812, 1028193,
760510, 222282, 290491, 195176, 437790, 55121, 129628, 423770, 915553,
759925, 162249, 247571, 165314, 252404, 60831, 108564, 434936, 662249,
532759, 157976, 278538, 155420, 201232, 38854, 124086, 283600, 697707,
628298, 159631, 233734, 111253, 179155, 44635, 83942, 298922, 498086,
383038, 156314, 191218, 121165, 271941, 45955, 100196, 236426, 356929,
367145, 192275, 194901, 147446, 105920, 22976, 63978, 231537, 471670,
75546821, 75528294, 75527256, 75527013, 75525615, 75516487, 75526104, 75516565, 75516493,
20978123, 41990074, 91544622, 19668761, 91453966, 16581637, 91370948, 20146762, 17704997,
16870779, 20719310, 46603880, 12071116, 18486787, 8933876, 17844548, 17297229, 16676491,
16108821, 14202650, 30259064, 8356223, 11299551, 6596061, 13359868, 14374092, 13293675,
11939866, 11282986, 22932891, 8361567, 10512656, 4033335, 8631569, 12737015, 14711997,
15275434, 8376458, 17859082, 6372732, 8352420, 4063833, 5963027, 12677303, 14826113,
6144787, 1772068, 3735472, 2192209, 2751686, 871782, 1642402, 8308389, 6614333,
5076964, 827165, 2306822, 1157243, 1412132, 306833, 831520, 2466869, 5870645,
2746032, 346596, 1001283, 417294, 705168, 254653, 399485, 1292058, 2442897,
1597605, 473619, 1320830, 299712, 491090, 102667, 196085, 783485, 1583035,
1079793, 175783, 481362, 282535, 332102, 103836, 241771, 632824, 1507195,
1046331, 110111, 380909, 200713, 269591, 75488, 160980, 529421, 1033423,
849966, 114948, 341233, 114979, 207932, 65126, 102561, 460889, 860834,
752297, 166302, 100433, 142089, 226321, 45992, 72881, 522002, 904090,
709334, 157503, 212346, 82088, 184739, 89578, 121961, 283689, 711912,
614044, 38058, 168019, 107867, 210253, 51017, 128410, 300747, 604957,
674975, 95609, 234026, 146712, 134870, 17384, 65281, 246479, 492675,
96185240, 96124320, 96123442, 96117218, 96118949, 96118373, 96107567, 96150809, 96149073,
26309481, 50527667, 116605724, 23955111, 116549851, 22009204, 116222800, 18695345, 25802399,
18376743, 26040541, 54578445, 14993141, 21162649, 11668356, 20132690, 20931476, 21681026,
16087638, 18259440, 37824846, 12296327, 16923351, 8728094, 17817829, 15476887, 21066322,
12532191, 13486992, 28113558, 11379578, 14916212, 6099348, 13551569, 12782547, 16211106,
15335486, 10602985, 24347848, 9967828, 13391631, 5339442, 11124285, 11334401, 13820230,
7170695, 2103228, 5093600, 3084727, 4547285, 759401, 2293765, 6754407, 6688849,
6738027, 1222668, 2380958, 1246477, 2569495, 353998, 1027695, 3152156, 6357484,
3621966, 530339, 1063107, 755489, 1099106, 245671, 375588, 1539426, 3320187,
2775643, 348774, 695427, 341844, 863032, 119651, 307715, 1019062, 2253810,
1784785, 384252, 428800, 387699, 706380, 107623, 270672, 734594, 1760560,
1347551, 125336, 363596, 228574, 596442, 79913, 201444, 722268, 1461294,
902269, 137347, 513309, 194751, 495367, 91349, 117818, 527886, 1151437,
1125843, 136125, 270956, 142384, 294745, 69793, 166187, 677203, 1007705,
1164304, 49697, 310592, 198292, 377002, 37798, 161049, 421776, 860138,
783756, 64386, 266073, 140488, 331312, 106819, 70025, 323771, 635219,
669668, 141576, 466139, 135836, 285752, 47617, 95189, 230979, 663571,
96180786, 96157344, 96156974, 96155642, 96151725, 96155185, 96155782, 96157707, 96150532,
20604153, 51561897, 116644522, 21982799, 116632379, 32825301, 116687341, 28513865, 20033590,
18893900, 27229275, 59334309, 16206984, 20452256, 12160561, 25319784, 17954540, 17089432,
15307552, 18603105, 37426114, 13043366, 17028448, 6734116, 15029404, 14637150, 14897667,
13323321, 13722794, 28528441, 10028136, 14851987, 6537388, 13684120, 15278743, 15955515,
14811046, 10961241, 23722630, 9183532, 12962776, 6316964, 9768672, 12941981, 14002213,
7300308, 2048794, 5148196, 2539797, 6049553, 902247, 2014854, 4650557, 6612032,
6480706, 1057470, 2415810, 1291266, 2960682, 544855, 927245, 2873656, 6393784,
3064922, 595181, 1357374, 554388, 1000079, 206220, 452823, 2078185, 3242022,
2415296, 292273, 908149, 515829, 739320, 212555, 249900, 1355407, 2526193,
1881085, 508295, 727206, 395496, 664849, 107181, 214131, 709410, 1848314,
1397573, 210699, 394543, 211208, 614179, 84124, 153541, 753096, 1506216,
1247722, 140176, 242400, 185550, 490825, 72702, 197663, 701992, 1362103,
1051523, 364468, 213254, 176448, 392229, 50741, 202562, 403744, 1021459,
887753, 51503, 332111, 168201, 254113, 53189, 174347, 348390, 992228,
983353, 377661, 283780, 238247, 212174, 131962, 164551, 357662, 825654,
697755, 50024, 224139, 207200, 300947, 35338, 122601, 406042, 654197,
92848588, 96167748, 96168474, 96161814, 96166739, 96165524, 96156281, 96150336, 96148800,
26508981, 51014359, 116374820, 26379429, 116619199, 22504520, 116532702, 26244217, 22832413,
19328122, 26470351, 58534099, 16269394, 18167666, 11128912, 24987436, 15398661, 20696147,
13891774, 18746704, 38102202, 12264232, 16947826, 9952214, 16720584, 16070092, 12540820,
11523025, 13914969, 27523837, 10565279, 15048198, 7091800, 13853812, 17959780, 14395479,
15646831, 11216277, 21733160, 9701814, 13650094, 5594207, 8609247, 13799336, 13848391,
6432133, 2168123, 5114630, 2669093, 5715656, 425431, 2007826, 5555536, 6509567,
6904225, 1301800, 2866880, 1147738, 2141264, 583367, 924682, 3348645, 6788814,
3072824, 451445, 1144741, 561156, 1382643, 201917, 560840, 1140861, 3671438,
2578504, 534567, 731309, 383049, 658284, 234375, 272808, 901820, 2164523,
2025173, 214044, 743225, 272308, 532398, 135735, 300753, 1006596, 1752491,
1549506, 130819, 459677, 312447, 446223, 78785, 200512, 615690, 1446115,
921015, 145235, 346500, 235154, 492159, 69401, 169569, 608203, 1278652,
901254, 67557, 318034, 197263, 421544, 120789, 250234, 487388, 1026314,
715738, 60857, 265133, 202635, 229108, 32366, 171859, 466601, 889447,
696770, 63487, 234211, 136076, 302306, 55683, 82556, 270177, 883208,
1033667, 205295, 249488, 118951, 322794, 30892, 95630, 306021, 722882,
96188661, 96171074, 96170091, 96163335, 96167649, 96168271, 96164391, 96147332, 96159569,
27321808, 51571851, 116527295, 26235644, 116518945, 32489621, 116587914, 23754726, 23773931,
22953120, 26323352, 55735423, 15586688, 20501326, 5145552, 24597870, 20311709, 22652161,
14251608, 17815895, 36941159, 12621798, 17573141, 8292261, 14684972, 20164683, 14964303,
14038920, 14743110, 27420352, 11002130, 14928818, 5608718, 13534636, 12237930, 12491564,
11049184, 11031827, 22402249, 10142456, 11847663, 6090020, 8771529, 12595551, 14194167,
9414794, 2123463, 4429050, 2227922, 4272411, 1016628, 2022321, 5399694, 7254599,
5620269, 1225464, 2760120, 1143948, 1892429, 524849, 1215673, 3100661, 6339910,
3223238, 480527, 1191098, 568520, 1681501, 110746, 736246, 1420578, 3516690,
2233520, 375286, 725172, 529477, 689080, 206028, 273960, 1123201, 2363319,
1594550, 222125, 582224, 287387, 769147, 127364, 214650, 919290, 1689331,
1540631, 137102, 433925, 222522, 469707, 92221, 213818, 632673, 1555264,
1077819, 214787, 371884, 169731, 491615, 55896, 154443, 446595, 1197709,
968356, 217371, 193341, 147222, 376865, 69950, 130004, 429426, 1159308,
861532, 53684, 198862, 241250, 219934, 67276, 88314, 520788, 1073363,
742891, 54105, 354872, 212270, 300836, 39528, 175813, 327386, 736037,
639286, 124412, 178639, 198429, 187369, 42644, 143025, 301366, 796342,
96185665, 96175974, 96165733, 96170214, 96168560, 96175853, 96164711, 96157415, 96151989,
29029128, 51276948, 116392692, 26007592, 116414185, 27495626, 116425765, 25296228, 30213681,
17734563, 27679010, 59078473, 16902250, 20729731, 10522722, 20298006, 13684727, 19313068,
16498282, 18017822, 36306566, 12273015, 16848377, 7038715, 13213586, 12339230, 14661733,
14587348, 13398331, 28214387, 10576671, 14238388, 5837543, 12865839, 17333902, 13029737,
14191633, 11008947, 22625875, 9819929, 13346636, 4171920, 9341821, 14813895, 13878734,
7734971, 2151826, 5668595, 2292285, 3896215, 1066550, 2403659, 6739490, 6365948,
6724213, 1142296, 2739096, 1157787, 2759158, 646932, 1236974, 2288100, 6726497,
3624267, 516910, 918532, 666172, 1443006, 297810, 363608, 1491864, 3288986,
2209331, 455740, 853963, 556487, 664153, 126541, 312764, 914875, 2274591,
1738494, 363619, 736297, 285344, 531053, 120535, 244380, 742652, 1571973,
1442514, 365893, 355706, 364644, 376148, 65970, 190602, 722701, 1402167,
1312970, 131877, 391335, 232952, 519063, 90189, 147160, 407503, 1123466,
1041035, 207162, 365444, 193404, 423061, 70481, 166061, 377974, 996094,
1015565, 56943, 165475, 202591, 222359, 40485, 120376, 389182, 915524,
663010, 67399, 172345, 127072, 340656, 70533, 225015, 354983, 779729,
628110, 48490, 316201, 101911, 259853, 46253, 113445, 307320, 679327,
96184812, 96166688, 96172458, 96162228, 96169093, 96170509, 96170964, 96155047, 96154343,
27041568, 51959238, 116596295, 27315230, 116456958, 23153081, 116276065, 21838930, 22115153,
17053279, 26639880, 57168754, 16189593, 20458909, 11341560, 19100463, 17642101, 20493813,
18282597, 18917898, 36866974, 12820810, 16160939, 9254857, 18125126, 15870528, 15399905,
12416925, 13866159, 27526212, 10361113, 14753370, 6115896, 11320505, 14578586, 14594460,
13773236, 11349368, 22656538, 9023592, 13279824, 5322671, 9452145, 10570067, 12451247,
6882186, 2044913, 4438556, 3083817, 5896583, 1171697, 1706374, 5496764, 6426301,
6427748, 1266620, 2081575, 1099410, 3026658, 507567, 842216, 2884194, 6956948,
3398623, 532816, 1089500, 602122, 1140956, 325866, 400696, 1156282, 3394515,
2257758, 365073, 737963, 355653, 644675, 176974, 360767, 933168, 2282544,
1849688, 298466, 890423, 439179, 526809, 123818, 252023, 913922, 1723867,
859126, 213976, 420116, 320786, 429279, 82684, 212400, 620352, 1326356,
1415413, 212354, 440478, 175787, 410049, 118947, 242259, 642500, 1237064,
1097964, 63105, 312369, 144842, 308274, 72278, 148926, 399230, 1110055,
840661, 48327, 277761, 161891, 397084, 95369, 154469, 347552, 892600,
680846, 58736, 250323, 114136, 317145, 45638, 141650, 301059, 574850,
760635, 208575, 273070, 123853, 226009, 61166, 104123, 299543, 756053,
